Lp;Nr paczki;Wysokość (cm);Szerokość (cm);Długość (cm);Waga (kg)
6093;QPKLK;26;25;25;9
6094;SKUZQ;8;14;14;4
6095;DFAFP;12;6;6;12
6096;NDAZN;16;16;16;0
6097;9W954;9;13;13;11
6098;XD6JH;13;12;12;7
6099;NZWYC;7;26;26;2
6100;7GMS8;11;21;21;7
6101;3VD43;28;27;27;10
6102;TH6T8;25;10;10;1
6103;JTVHP;18;23;23;15
6104;Q7SLF;12;13;13;10
6105;2Z6NP;20;18;18;3
6106;8LWL4;28;13;13;5
6107;VEPY9;28;10;10;8
6108;GHGD3;15;24;24;6
6109;FNL2V;9;12;12;15
6110;ZHTJT;8;18;18;11
6111;YAKVP;26;22;22;11
6112;ZUZM6;12;16;16;9
6113;T9B9X;25;16;16;5
6114;AG7GK;9;25;25;0
6115;YNXBF;23;10;10;7
6116;K3N4B;21;8;8;4
6117;8TCHF;23;25;25;5
6118;R9ZGM;22;22;22;13
6119;W2LX2;27;19;19;14
6120;9X876;9;30;30;4
6121;HWJ7X;9;25;25;3
6122;PHR4B;22;5;5;1
6123;T2VV9;18;14;14;0
6124;2D8RL;20;23;23;12
6125;LDCW2;25;11;11;9
6126;5WQ3T;12;22;22;7
6127;LBFV8;16;26;26;10
6128;5BFM5;16;9;9;4
6129;H6V4R;14;25;25;8
6130;VVUUC;6;18;18;0
6131;76G9S;29;7;7;10
6132;95EPW;30;12;12;13
6133;Y2X5M;18;23;23;2
6134;WZP4C;10;18;18;0
6135;JB856;5;19;19;2
6136;QQRBA;5;28;28;3
6137;U8628;24;9;9;14
6138;P23TF;18;29;29;12
6139;QJ8EE;18;19;19;3
6140;L25ZU;16;6;6;2
6141;89W75;7;24;24;15
6142;SNKAP;25;16;16;2
6143;LUNHM;30;18;18;14
6144;MWDFG;20;8;8;15
6145;KVQJZ;26;28;28;12
6146;UUSQK;21;18;18;12
6147;DPKZL;15;11;11;6
6148;EJYQJ;26;25;25;3
6149;E25TA;8;25;25;15
6150;H6WLC;24;12;12;8
6151;5WXL6;22;24;24;6
6152;P7R8N;17;11;11;9
6153;3B3C2;29;11;11;1
6154;DGA4X;29;20;20;2
6155;K9PFS;18;28;28;9
6156;PNPCZ;22;17;17;10
6157;R8MFK;5;6;6;14
6158;JVH2T;8;21;21;1
6159;VTUNV;9;28;28;4
6160;MS4MM;7;14;14;13
6161;RXL74;24;25;25;15
6162;5MGJP;19;22;22;11
6163;82NL7;29;13;13;13
6164;XVT6M;10;15;15;15
6165;CR6W6;19;16;16;3
6166;S9PLM;21;20;20;0
6167;24BDZ;19;19;19;14
6168;58CCG;8;22;22;11
6169;SA86M;23;15;15;4
6170;6U8PQ;17;14;14;3
6171;KS8FE;28;10;10;6
6172;5XEKA;17;28;28;11
6173;SC4TF;24;19;19;1
6174;UPDWS;6;22;22;15
6175;LFTKB;12;17;17;9
6176;6GW4V;20;29;29;1
6177;DDDCK;29;23;23;13
6178;J88PH;19;15;15;12
6179;98K3S;16;17;17;4
6180;RM7VA;30;25;25;0
6181;Q7F9H;10;9;9;9
6182;H5P6Y;7;12;12;7
6183;B93FB;26;15;15;3
6184;DQ9C5;10;18;18;14
6185;GB4S5;16;16;16;3
6186;L9GJU;23;21;21;6
6187;HYSPY;17;20;20;3
6188;2WTGT;9;10;10;11
6189;JHSCP;7;29;29;13
6190;UF5TH;8;5;5;0
6191;Y2JTK;7;28;28;3
6192;D5JLE;19;20;20;10
6193;5U5N9;12;26;26;0
6194;TEWDL;6;7;7;6
6195;FMUXP;23;15;15;12
6196;9HU43;10;28;28;0
6197;4TUDC;12;14;14;14
6198;5H8ET;24;11;11;14
6199;C9D8N;25;21;21;7
6200;DRSZU;11;19;19;10
6201;568QU;22;13;13;1
6202;MP38J;28;5;5;8
6203;V34F6;20;16;16;8
6204;6AD5E;9;22;22;1
6205;X8E36;9;15;15;15
6206;S6MBV;20;24;24;13
6207;87S7M;16;15;15;12
6208;CK36H;11;13;13;1
6209;BRB5W;15;30;30;11
6210;72XBV;19;23;23;12
6211;3YU8S;18;6;6;5
6212;QQN3R;22;18;18;15
6213;A2NSX;20;24;24;3
6214;2V8TR;23;10;10;14
6215;GV8HR;25;6;6;3
6216;VEJJG;23;22;22;8
6217;6C6QA;15;11;11;3
6218;N6R3Y;23;8;8;10
6219;93QNL;17;18;18;4
6220;EE7CX;18;16;16;9
6221;PKKNS;8;23;23;13
6222;29XAJ;30;21;21;4
6223;56M2L;9;10;10;1
6224;NEH58;21;10;10;0
6225;74ZNG;8;24;24;5
6226;CSLAU;22;19;19;2
6227;AP5K3;17;21;21;15
6228;NC2BD;29;24;24;4
6229;B79NX;18;9;9;2
6230;L24UW;19;29;29;8
6231;2RQS5;5;17;17;0
6232;XVNAV;7;13;13;12
6233;9BA5M;6;17;17;9
6234;3HPUK;6;6;6;4
6235;SVGSA;13;26;26;8
6236;653YP;14;5;5;14
6237;QR77A;12;15;15;6
6238;3UVFV;27;24;24;3
6239;GFWGA;29;7;7;10
6240;9AHNU;7;30;30;15
6241;T7GZQ;15;17;17;9
6242;HWKAM;10;19;19;3
6243;ZQ4XM;25;19;19;7
6244;5Q8QW;15;14;14;13
6245;TX3F5;23;9;9;5
6246;3F5BU;25;24;24;0
6247;QURWL;15;25;25;8
6248;758H6;13;14;14;15
6249;K8MEV;19;9;9;11
6250;Z9CXQ;26;16;16;3
6251;ZHDSN;23;21;21;14
6252;9LT5M;8;19;19;3
6253;EL7V8;25;25;25;2
6254;HT4F3;14;19;19;8
6255;ZRZCV;5;29;29;2
6256;M3VQR;28;7;7;0
6257;CFYGX;26;24;24;14
6258;DF9XB;25;14;14;13
6259;M3MJP;9;16;16;9
6260;LS8EY;19;26;26;11
6261;Z6FR9;18;20;20;13
6262;353PL;22;11;11;3
6263;JRR8X;7;20;20;8
6264;FC5FZ;13;13;13;0
6265;6SSJ3;8;14;14;4
6266;7UK6Z;5;14;14;7
6267;9WVFE;29;18;18;12
6268;U89MM;23;12;12;5
6269;LW53V;22;13;13;10
6270;T8XPE;13;19;19;14
6271;NLX7U;30;25;25;14
6272;Q5FZ2;12;18;18;5
6273;6ZNS6;29;6;6;0
6274;TD5TR;7;24;24;11
6275;H5DDW;18;16;16;3
6276;ZWVNC;13;14;14;3
6277;23NPZ;20;29;29;15
6278;85UEV;13;18;18;14
6279;LAMZT;29;15;15;15
6280;HJXD3;17;14;14;14
6281;EMWJQ;8;27;27;13
6282;K9D7N;18;27;27;8
6283;FXFTC;13;23;23;13
6284;7S7RW;28;18;18;5
6285;T4X6U;26;24;24;0
6286;GE55H;16;21;21;3
6287;XAULJ;14;21;21;2
6288;BVJET;9;12;12;12
6289;WKG45;23;27;27;8
6290;K2MGH;29;12;12;13
6291;A2CYW;8;16;16;10
6292;X73S2;17;21;21;8
6293;BF3WS;26;17;17;4
6294;CXDL3;12;12;12;10
6295;X9D54;13;14;14;11
6296;8EULM;10;25;25;14
6297;4ME7B;13;16;16;2
6298;2U8TD;8;25;25;14
6299;ZVKSH;12;29;29;3
6300;3V678;18;27;27;10
6301;YU83Q;13;5;5;0
6302;22VMD;27;22;22;11
6303;9GQDD;19;30;30;4
6304;S6YQQ;15;30;30;5
6305;3GBCZ;6;29;29;13
6306;J5LE3;23;5;5;6
6307;J4MGW;28;15;15;6
6308;39PPM;28;30;30;4
6309;SNT9R;18;15;15;10
6310;WSMM9;9;9;9;8
6311;4EF5H;12;14;14;10
6312;7DDHJ;25;26;26;6
6313;6SDHZ;16;24;24;1
6314;ZBYFR;29;6;6;9
6315;BY5VY;22;18;18;11
6316;MJGZV;24;28;28;7
6317;FTZMN;13;29;29;3
6318;8JSBR;14;5;5;10
6319;28A5F;15;28;28;3
6320;ZVHQ3;27;12;12;0
6321;YRRUD;8;17;17;15
6322;F7MMW;13;17;17;2
6323;8TGX6;23;29;29;5
6324;UWEDY;12;13;13;15
6325;W5WWZ;8;6;6;2
6326;4NMC4;13;16;16;7
6327;E2LWM;26;10;10;0
6328;P3J2F;20;28;28;11
6329;7ZYDN;30;7;7;11
6330;VYB23;17;28;28;4
6331;2NXNB;19;17;17;11
6332;PHQ2K;22;25;25;7
6333;J7BVT;6;18;18;13
6334;NAMX3;20;11;11;12
6335;SUSHY;10;24;24;7
6336;74N9U;22;13;13;7
6337;GZ96E;21;22;22;7
6338;BKMRC;14;11;11;14
6339;W29YM;14;25;25;6
6340;TDN63;19;12;12;1
6341;GPNZW;20;25;25;4
6342;CXQRW;20;25;25;12
6343;BYNBU;29;26;26;9
6344;SC56U;25;28;28;7
6345;8SM8H;10;17;17;10
6346;ZRLEN;6;14;14;11
6347;EL3SC;12;16;16;8
6348;QVZ7C;17;22;22;4
6349;N8329;23;12;12;14
6350;MJCHF;16;16;16;8
6351;XFXAD;29;24;24;5
6352;72VJ6;8;5;5;7
6353;9NH36;9;30;30;5
6354;LHRBE;20;9;9;8
6355;UPDMG;19;10;10;1
6356;DZRG8;12;14;14;10
6357;W5EK6;11;9;9;1
6358;JGX5Q;7;6;6;6
6359;T553W;23;30;30;10
6360;ZD6GF;20;9;9;9
6361;A3UEE;7;16;16;14
6362;3H5JP;20;10;10;3
6363;46J8G;17;28;28;3
6364;FHP4C;18;13;13;11
6365;6N8ZF;5;8;8;5
6366;VQKRX;19;15;15;8
6367;QSRBW;16;6;6;12
6368;V45RC;28;10;10;6
6369;JK8TJ;23;27;27;0
6370;FZRUT;23;22;22;1
6371;UQ8TF;20;24;24;12
6372;DEWPV;8;14;14;10
6373;L5E36;29;28;28;14
6374;2NZW6;8;27;27;5
6375;36G2Q;14;30;30;14
6376;Q7G8R;7;25;25;15
6377;ZT8YC;27;16;16;12
6378;D4G2H;10;18;18;8
6379;4CC85;24;16;16;3
6380;9ZJYM;16;26;26;8
6381;FSHMJ;29;6;6;7
6382;Y4G62;8;11;11;15
6383;YWLWL;17;26;26;8
6384;N2EVS;30;24;24;13
6385;NPVQN;8;25;25;13
6386;RQD2E;28;16;16;9
6387;Q7XYJ;30;29;29;8
6388;8PDEL;16;23;23;1
6389;548FR;9;12;12;9
6390;KUHQF;7;26;26;7
6391;24VNK;19;29;29;6
6392;A5ZEW;22;20;20;6
6393;6UTUK;29;16;16;9
6394;4SY7X;22;28;28;15
6395;A3S99;19;6;6;8
6396;9KTH2;10;19;19;10
6397;ZAVMN;18;20;20;2
6398;7MJXR;9;28;28;8
6399;6TCPE;12;8;8;1
6400;MJWCG;13;29;29;8
6401;LD94D;12;28;28;13
6402;83PSB;29;26;26;7
6403;FJB3V;23;14;14;5
6404;QY9YM;16;12;12;5
6405;RU7UA;26;13;13;14
6406;B8JYA;17;25;25;1
6407;QAEQ4;25;12;12;3
6408;HPWW8;12;13;13;15
6409;Y4GZV;11;26;26;2
6410;4FK46;13;21;21;13
6411;XKQU6;26;25;25;0
6412;QW4ZL;25;28;28;8
6413;4GM8W;11;15;15;8
6414;FGC45;11;17;17;13
6415;ASXGJ;30;12;12;3
6416;JBQU5;9;15;15;6
6417;LHF34;15;10;10;4
6418;BJQ69;11;16;16;0
6419;2YFDX;30;25;25;6
6420;4K67E;11;7;7;6
6421;Z7XNE;14;26;26;13
6422;8XFNJ;23;12;12;3
6423;BZSHS;22;15;15;8
6424;LK23F;18;30;30;9
6425;2T68X;23;7;7;7
6426;U39QY;15;14;14;0
6427;EFV3U;14;9;9;8
6428;22J7E;30;19;19;14
6429;S96BG;8;30;30;11
6430;PMSGE;21;30;30;9
6431;X8YT7;19;30;30;6
6432;NDYNU;28;15;15;15
6433;NTZAL;24;25;25;11
6434;L2CUY;29;23;23;0
6435;HDXEE;29;6;6;0
6436;6TRPZ;13;8;8;14
6437;WCYMW;16;8;8;5
6438;V22LE;7;12;12;3
6439;LYXCZ;22;17;17;3
6440;ANRD9;19;8;8;7
6441;GMC6R;28;22;22;4
6442;G3BYG;17;16;16;0
6443;2MKRZ;26;20;20;3
6444;7CRXP;19;18;18;15
6445;WADKC;18;24;24;12
6446;5LRMQ;30;24;24;12
6447;QT3SP;30;30;30;12
6448;JZGKQ;20;16;16;11
6449;PC4YT;30;14;14;12
6450;TVWAK;21;19;19;5
6451;BWKF8;27;13;13;4
6452;NAK5N;11;10;10;12
6453;ZK7S4;24;20;20;13
6454;M3UUD;15;26;26;9
6455;B9G5X;29;30;30;0
6456;ZPKNP;6;12;12;8
6457;UQC6V;15;21;21;11
6458;BJWLD;17;7;7;10
6459;ACP8U;26;19;19;3
6460;HKN45;6;8;8;10
6461;R54XY;5;26;26;11
6462;SPE34;8;18;18;7
6463;UNJWJ;18;18;18;1
6464;6YSSB;25;8;8;13
6465;WTDBS;30;15;15;12
6466;XK4CD;26;7;7;5
6467;XT9SH;13;14;14;11
6468;XBX34;24;19;19;6
6469;RMGZA;13;17;17;1
6470;QVZ9E;11;28;28;6
6471;2WY5Y;5;20;20;6
6472;GT9AV;27;30;30;6
6473;DYFCH;30;20;20;0
6474;P2JCU;14;14;14;7
6475;DT8KK;24;25;25;6
6476;927Y2;27;21;21;15
6477;CRN3M;27;22;22;15
6478;C97CA;10;27;27;15
6479;TFZYJ;15;14;14;8
6480;9EAHG;9;29;29;10
6481;VL2TW;9;12;12;3
6482;CSP9H;19;19;19;7
6483;FCYU5;19;20;20;2
6484;BX48Z;16;27;27;10
6485;5R7VG;27;18;18;14
6486;GULG4;26;9;9;14
6487;T3FKM;5;25;25;15
6488;3M5HM;13;30;30;5
6489;DNP39;5;29;29;6
6490;J5WD4;16;20;20;13
6491;N9KLU;11;26;26;1
6492;SSF5Y;13;13;13;11
6493;9NSFY;28;23;23;4
6494;69CZG;13;7;7;4
6495;P5V5W;19;12;12;15
6496;UDSHH;8;19;19;11
6497;LVGW7;20;9;9;4
6498;3EP8A;16;13;13;12
6499;E8NXD;23;30;30;3
6500;DTDFK;7;28;28;11
6501;KVE7Q;6;21;21;14
6502;3RUKZ;27;18;18;12
6503;3WL9J;13;30;30;5
6504;J2PYZ;24;6;6;12
6505;P5Y4T;12;25;25;5
6506;37D7C;20;30;30;1
6507;NGYTD;24;22;22;4
6508;EMVYX;14;14;14;12
6509;LRKXR;20;23;23;13
6510;T8H9W;5;12;12;12
6511;9NSXG;10;23;23;14
6512;BRDEN;29;22;22;4
6513;GTV6D;18;8;8;4
6514;ZAQLZ;23;24;24;7
6515;EXGPM;30;25;25;13
6516;Y9K88;27;21;21;2
6517;87MQU;25;8;8;7
6518;TSCXX;15;29;29;15
6519;Q5HC2;5;30;30;3
6520;L333E;8;12;12;10
6521;S73ZL;29;28;28;12
6522;FPLQM;9;7;7;7
6523;KNJW5;10;11;11;8
6524;5GN75;20;12;12;11
6525;CNZKR;13;14;14;0
6526;RWJJP;21;22;22;11
6527;N2LGS;16;11;11;3
6528;XM7A4;6;28;28;3
6529;KKHU8;28;5;5;1
6530;DPERM;25;12;12;13
6531;AU2Z5;11;24;24;12
6532;HHRRR;29;17;17;8
6533;76JJD;30;9;9;8
6534;38RZ8;28;10;10;13
6535;KAJTU;22;27;27;14
6536;GW9MD;27;9;9;14
6537;MNXDD;27;8;8;13
6538;TLMB4;5;6;6;6
6539;58ZEH;11;24;24;15
6540;47FLW;26;7;7;7
6541;EWWNF;19;7;7;5
6542;GV3G9;12;21;21;4
6543;7UMVX;29;15;15;5
6544;RFA4G;16;5;5;11
6545;5XFU3;29;5;5;8
6546;PPYUZ;27;18;18;4
6547;MYN9D;9;12;12;11
6548;TGYMP;22;14;14;4
6549;YK9B6;9;14;14;9
6550;XSCXM;8;23;23;14
6551;KTBQD;26;6;6;4
6552;45TTQ;19;21;21;4
6553;K6FX6;29;19;19;13
6554;JHD8V;15;8;8;10
6555;SW6RY;14;14;14;3
6556;3EH54;29;19;19;4
6557;UEMVV;28;19;19;10
6558;RQRAA;29;15;15;14
6559;8K6D9;8;14;14;1
6560;3MG6L;11;28;28;2
6561;3P9Y6;12;18;18;0
6562;XRB6M;9;16;16;15
6563;6RRJC;8;8;8;0
6564;DZTV2;11;17;17;9
6565;TTBQW;14;15;15;6
6566;BH9JE;7;25;25;8
6567;KCTK2;5;30;30;2
6568;Q8HS5;8;29;29;10
6569;VPLCX;10;13;13;7
6570;PGN93;26;13;13;15
6571;ESLG8;19;27;27;15
6572;8JG8S;20;11;11;8
6573;MJU7T;10;22;22;8
6574;LNSU7;16;29;29;9
6575;MFLYJ;27;12;12;9
6576;AERND;20;22;22;12
6577;JTWV2;25;25;25;10
6578;VUA4S;6;28;28;11
6579;SF3DD;5;30;30;1
6580;MPS5A;29;19;19;15
6581;PHG28;26;27;27;7
6582;R2D8F;9;19;19;11
6583;GHZ54;17;17;17;0
6584;RQNSJ;22;6;6;8
6585;7AQYE;29;25;25;0
6586;UCTC7;11;8;8;13
6587;URF2J;25;30;30;14
6588;DJAGG;11;17;17;2
6589;GPP7J;29;15;15;5
6590;JNZW7;30;18;18;6
6591;9U8QJ;29;12;12;2
6592;CALWC;16;18;18;15
6593;JGUQ9;15;14;14;7
6594;4TH52;14;28;28;7
6595;QBG68;29;16;16;0
6596;QEMG2;7;25;25;10
6597;JFLGV;29;12;12;0
6598;VJW86;17;21;21;13
6599;YHDJX;18;17;17;11
6600;CDHL8;5;28;28;1
6601;A39GX;18;25;25;1
6602;7X3K5;25;6;6;9
6603;UTB62;29;26;26;8
6604;XSBKR;30;11;11;2
6605;79ZBJ;8;5;5;7
6606;NEMWQ;18;26;26;11
6607;LWHK4;5;13;13;13
6608;7HSYT;24;13;13;15
6609;MJCPF;12;28;28;9
6610;5CY6M;28;25;25;9
6611;F4M65;7;22;22;0
6612;WK9A7;27;12;12;9
6613;QLTYW;16;27;27;15
6614;NV66K;18;14;14;0
6615;PJUSX;11;12;12;3
6616;ZM2PH;22;13;13;12
6617;EVCRR;30;17;17;3
6618;7E37E;11;27;27;9
6619;YMRJC;19;24;24;1
6620;DXY9U;19;9;9;2
6621;9P5U7;8;28;28;5
6622;SKJKY;14;12;12;11
6623;SPKU7;9;10;10;7
6624;3SBUP;15;15;15;1
6625;GK3XU;5;17;17;8
6626;53HT3;24;29;29;3
6627;4TGXD;28;14;14;0
6628;DGPNR;9;23;23;1
6629;E66QR;16;28;28;2
6630;3J955;30;15;15;7
6631;NBEGZ;12;29;29;0
6632;YCS8W;13;12;12;2
6633;K2FSP;6;24;24;4
6634;KVVZA;25;7;7;3
6635;D569L;19;29;29;4
6636;M3UMW;16;13;13;13
6637;P2XT8;5;23;23;7
6638;PJA7H;23;18;18;14
6639;WH94Z;22;20;20;0
6640;PEMB5;11;11;11;5
6641;MEZJE;29;19;19;4
6642;BW7V9;24;28;28;9
6643;UAZJU;22;6;6;0
6644;XX5YU;15;15;15;4
6645;CM4CF;13;5;5;4
6646;USL8T;10;27;27;13
6647;FLY7U;9;8;8;14
6648;48H2T;10;28;28;12
6649;GLT7U;14;29;29;0
6650;EVH9L;23;21;21;12
6651;4BXXE;12;16;16;12
6652;5HWFF;8;28;28;5
6653;FMR6J;8;9;9;0
6654;CYGKR;7;20;20;6
6655;2S3LQ;30;12;12;15
6656;NQBWP;30;21;21;4
6657;NQRBE;19;6;6;4
6658;V7MHC;12;24;24;13
6659;TPQBK;23;21;21;3
6660;YDA7P;9;25;25;11
6661;RX8K9;13;27;27;5
6662;NXQQK;14;7;7;11
6663;642M5;18;5;5;8
6664;692JG;9;27;27;13
6665;53WK4;26;25;25;8
6666;8A888;18;18;18;15
6667;NQWLZ;29;26;26;12
6668;WYNCE;5;10;10;0
6669;Y88QL;7;5;5;11
6670;4MKVV;18;25;25;0
6671;SRNE3;16;5;5;13
6672;GC4FB;8;30;30;7
6673;2TRN5;12;12;12;9
6674;HAUVD;17;28;28;12
6675;YKBX2;12;10;10;12
6676;MSDWE;8;29;29;2
6677;YEVDK;28;22;22;3
6678;PLNHR;17;16;16;3
6679;PAA7N;10;25;25;8
6680;6EPQ2;18;24;24;14
6681;SFCU5;6;11;11;5
6682;48M8V;9;26;26;2
6683;SXZE2;14;23;23;11
6684;BTCP2;11;24;24;9
6685;T52U3;22;24;24;3
6686;FQ8V6;29;14;14;0
6687;YEB2Y;19;18;18;3
6688;6VWJT;19;24;24;7
6689;J2HA6;25;14;14;0
6690;9BQBR;27;17;17;13
6691;HVLAF;14;12;12;14
6692;DFVB3;23;7;7;11
6693;S27UT;23;18;18;5
6694;WREKZ;11;12;12;6
6695;YTS7T;21;14;14;3
6696;P7U69;9;20;20;10
6697;BDUND;20;12;12;11
6698;2SKNU;8;18;18;14
6699;C6L9R;22;30;30;11
6700;6V8A6;23;12;12;12
6701;YZQHW;18;29;29;1
6702;9XTUT;17;6;6;14
6703;SVWDA;8;17;17;8
6704;Z5TAJ;22;26;26;15
6705;DDEQC;13;7;7;7
6706;WLYUM;26;22;22;0
6707;VKCBS;28;26;26;12
6708;ZAGKU;8;28;28;12
6709;Z4GM7;5;25;25;6
6710;HD32E;6;14;14;11
6711;B5HGL;18;12;12;3
6712;K4WAP;6;22;22;5
6713;9VZCX;20;11;11;0
6714;H3YPC;5;10;10;15
6715;JF7RT;20;8;8;11
6716;4ZWWR;29;25;25;1
6717;2YM96;14;25;25;6
6718;XKZLK;29;21;21;15
6719;FL76N;28;10;10;15
6720;UEFJU;6;14;14;7
6721;JTZFB;30;29;29;3
6722;JA26X;21;5;5;11
6723;JXMVW;18;17;17;8
6724;HK89V;9;24;24;2
6725;HE7FA;24;27;27;12
6726;LZESA;30;24;24;11
6727;Y2TP8;15;11;11;0
6728;VY9MV;18;23;23;7
6729;WWJ9H;30;26;26;1
6730;6HS4G;13;22;22;13
6731;ECLCH;12;5;5;4
6732;MN9R6;11;12;12;11
6733;9GWTW;16;10;10;10
6734;VELVS;19;29;29;12
6735;7HEFG;7;14;14;14
6736;NCQ77;10;23;23;8
6737;WBA9D;6;9;9;10
6738;JLRH4;16;22;22;11
6739;MGBAZ;10;8;8;15
6740;XW6AH;11;8;8;4
6741;N8QTE;9;7;7;15
6742;X7GE4;26;21;21;12
6743;E25F2;12;5;5;9
6744;9PDQW;13;23;23;9
6745;74585;25;9;9;0
6746;UWRRW;6;22;22;13
6747;Y6UFP;26;23;23;0
6748;Y5L79;29;23;23;4
6749;FC2BH;16;5;5;0
6750;SAXVR;5;15;15;3
6751;KTLER;11;28;28;1
6752;FZEWG;19;22;22;12
6753;3MDMT;18;25;25;3
6754;SCN5A;8;30;30;8
6755;MADDB;21;29;29;3
6756;MWCAH;29;18;18;2
6757;TL26Q;11;12;12;7
6758;JBGNY;13;6;6;14
6759;PFBST;17;12;12;9
6760;UBW86;15;22;22;3
6761;XL72Q;16;5;5;11
6762;9ECBE;26;8;8;7
6763;LVRCR;21;18;18;1
6764;8MSE2;20;24;24;12
6765;GU8JC;22;20;20;1
6766;R4DE3;23;27;27;5
6767;A3E7U;18;17;17;5
6768;U6ZX8;15;29;29;0
6769;69TMC;18;19;19;9
6770;BKPTQ;26;28;28;15
6771;F2ADB;26;15;15;3
6772;DV6G2;9;12;12;5
6773;YHU4E;26;25;25;2
6774;FPB6D;27;16;16;10
6775;92CSD;9;26;26;11
6776;FTPUD;19;28;28;9
6777;52656;28;26;26;10
6778;78S3F;9;30;30;1
6779;JRN5L;5;27;27;7
6780;TA2U6;25;5;5;9
6781;5TW7C;9;27;27;12
6782;2DWFX;12;13;13;13
6783;ZAQW6;27;22;22;2
6784;LT45M;16;9;9;10
6785;AD5N8;10;15;15;7
6786;F787S;27;26;26;11
6787;52BRY;18;21;21;9
6788;DH32P;9;24;24;7
6789;RRP8E;16;27;27;2
6790;KJYEE;27;25;25;6
6791;BEH7T;13;20;20;8
6792;GCRFA;17;27;27;4
6793;9B3AS;25;18;18;14
6794;SE2L6;8;7;7;2
6795;F4NV2;30;20;20;8
6796;S7BHB;30;8;8;10
6797;FJGPF;14;16;16;4
6798;ZWJG4;11;22;22;8
6799;KG5DH;9;27;27;6
6800;MVME8;12;12;12;11
6801;JL2X7;18;22;22;2
6802;TG5UP;21;14;14;7
6803;62YDF;25;25;25;4
6804;643EB;19;24;24;9
6805;WQHRT;18;7;7;15
6806;Q4F49;29;9;9;7
6807;EDK72;10;26;26;14
6808;HQ9CB;12;27;27;10
6809;N93DC;21;5;5;12
6810;9973E;7;16;16;12
6811;8PUG6;16;23;23;15
6812;EXZKS;18;17;17;12
6813;YPVAM;21;22;22;2
6814;NJ3MM;17;10;10;4
6815;52LW5;27;23;23;1
6816;NW4KP;10;19;19;13
6817;8J5SR;22;20;20;3
6818;ZWER8;7;27;27;2
6819;WGNJH;28;10;10;14
6820;ZWRT9;10;18;18;4
6821;4N2EB;16;7;7;3
6822;VTXQ5;24;5;5;0
6823;DNE87;19;5;5;4
6824;VYU2F;23;19;19;4
6825;TPM7X;8;20;20;4
6826;UXKCG;26;20;20;5
6827;K7UCC;24;7;7;1
6828;VXVJD;10;23;23;2
6829;RMSWL;23;15;15;5
6830;PJAAA;8;30;30;8
6831;FTPTQ;5;20;20;6
6832;DEEPG;26;24;24;1
6833;LYD73;11;25;25;8
6834;FSQ33;27;10;10;8
6835;UKFD7;17;16;16;8
6836;RSFRT;19;6;6;9
6837;GXCWG;8;28;28;12
6838;TZMXE;6;29;29;14
6839;U95X7;27;16;16;15
6840;W5PDX;21;5;5;12
6841;HX8N2;17;17;17;8
6842;66KBN;15;20;20;9
6843;4JB76;7;12;12;0
6844;JQVWD;7;21;21;3
6845;ZGDV6;24;25;25;11
6846;BHZQL;19;16;16;13
6847;PYAND;20;19;19;4
6848;3J9CL;28;27;27;6
6849;M7UP4;5;27;27;8
6850;QYKCL;5;17;17;14
6851;P4TTP;29;12;12;14
6852;PUXFB;23;5;5;5
6853;9UZA9;26;20;20;5
6854;43H46;22;9;9;4
6855;UG3EV;26;11;11;0
6856;WVL7X;7;15;15;8
6857;XMSG6;21;7;7;2
6858;7WQU3;29;10;10;1
6859;RUNGU;5;30;30;7
6860;MBNV5;21;25;25;9
6861;JFBCL;29;19;19;15
6862;XZ79X;17;5;5;8
6863;VXAD6;24;9;9;0
6864;6BSMW;12;23;23;6
6865;K4GYB;30;15;15;12
6866;3BDFW;20;23;23;5
6867;8Q4AT;29;17;17;3
6868;EXJBX;10;16;16;9
6869;7XL82;9;21;21;8
6870;G44ZG;6;29;29;4
6871;QABXY;6;28;28;11
6872;DQ2GW;11;30;30;8
6873;PFDHF;27;30;30;14
6874;WM56N;15;26;26;2
6875;S4C53;29;12;12;10
6876;5CWX3;18;15;15;1
6877;4D453;15;13;13;4
6878;T8HKE;19;18;18;2
6879;6YK97;7;16;16;10
6880;RWJLT;21;22;22;13
6881;X4NZY;13;26;26;7
6882;FU23J;19;14;14;1
6883;UVNNQ;28;18;18;6
6884;F7PPH;11;5;5;8
6885;UK76K;27;20;20;7
6886;5M8EX;5;30;30;6
6887;R3S6T;19;28;28;2
6888;HBEA4;23;25;25;9
6889;NUQ29;29;15;15;4
6890;687LM;17;26;26;12
6891;E6XC2;9;6;6;10
6892;98E7C;25;24;24;14
6893;3P6LK;15;14;14;10
6894;PULUU;11;29;29;0
6895;F8FVZ;10;21;21;14
6896;ESYC4;27;5;5;11
6897;BHZZK;19;6;6;4
6898;RYJVW;28;16;16;1
6899;LPBG2;17;17;17;1
6900;LWLXG;30;5;5;11
6901;65FCQ;18;9;9;11
6902;7G8VJ;22;7;7;10
6903;3XSSN;29;26;26;5
6904;4ACCW;6;5;5;10
6905;YNCZV;21;13;13;13
6906;4CHF2;6;25;25;2
6907;QCVWE;17;12;12;0
6908;CTLAE;12;27;27;5
6909;V44DM;18;22;22;15
6910;G8MJA;11;26;26;14
6911;99PBZ;20;11;11;0
6912;A64JB;28;27;27;7
6913;UZDGM;20;21;21;15
6914;HJ6UK;25;17;17;6
6915;BGE5L;24;26;26;2
6916;RCJ4L;27;9;9;8
6917;J4LY6;12;17;17;10
